京|226
乐|100
谢|17
总|256
书|118
记|269
席|73
军|462
委|262
江|207
泽|59
表|259
者|345
兰|49
红|38
光|107
摄|75
欢|69
呼|32
零|33
随|77
起|272
坛|14
礼|25
花|72
齐|16
万|282
腾|12
报|349
徐|16
烨|2
音|48
典|46
魅|2
尉|9
健|55
李|66
岚|8
清|91
数|126
千|94
首|143
观|116
众|152
欣|17
赏|9
讯|71
秦|8
杰|11
赵|10
川|38
东|153
扬|23
弦|2
歌|73
阵|14
晚|47
堂|17
名|231
盛|44
功|65
举|194
办|199
届|63
单|106
位|259
市|509
府|244
把|145
水|189
准|86
气|98
派|62
节|99
氛|15
排|62
汇|18
集|121
演|62
容|40
剧|37
舞|43
院|214
管|148
唱|37
组|149
挥|54
汤|4
沐|1
陈|39
燮|1
阳|49
谭|3
执|130
棒|2
让|63
雅|2
艺|38
风|120
采|72
型|50
你|28
品|142
尔|142
阿|62
依|87
达|212
凯|3
旋|8
曲|38
恢|10
宏|21
柴|2
可|237
夫|32
斯|180
震|10
撼|1
著|28
旅|127
腔|4
黄|21
英|45
抒|5
情|175
男|8
萨|27
瓦|31
费|92
拉|132
联|130
袂|2
登|42
茶|25
饮|11
酒|14
等|323
器|31
奏|18
也|232
群|125
荟|2
萃|2
提|276
琴|9
协|112
梁|8
耳|10
熟|10
详|4
曾|35
获|67
帕|13
格|73
尼|39
赛|41
金|177
奖|32
吕|4
思|114
绎|1
感|59
到|523
肖|6
邦|11
钢|14
比|131
宁|29
章|38
令|42
赞|10
叹|6
布|100
雷|13
申|37
打|102
击|44
飙|1
约|77
瑟|3
律|108
仿|3
佛|7
脚|25
见|72
参|95
员|266
贾|8
庆|77
林|124
何|74
鲁|17
丽|24
孙|16
孚|3
凌|17
权|140
机|273
负|71
责|87
看|94
驻|26
邀|11
税|189
增|257
吴|15
坤|2
天|235
局|177
悉|23
截|9
收|214
亿|137
元|305
长|447
幅|37
据|184
析|18
扩|36
内|217
需|85
原|152
因|158
纳|64
识|92
检|153
查|141
奠|3
然|126
工|582
资|245
薪|1
项|179
占|53
额|46
七|46
哈|85
滨|36
冰|123
雪|202
董|14
胡|26
斌|5
夏|55
珺|1
城|185
笑|21
语|29
彼|3
伏|11
松|28
畔|2
帷|5
幕|27
式|120
喜|47
迎|109
规|147
模|29
米|50
园|44
沙|80
滩|11
余|54
雕|9
塑|6
景|73
磅|2
礴|2
量|131
异|16
纷|58
呈|11
次|211
升|60
级|310
云|80
引|63
俄|39
罗|66
守|31
岁|97
编|26
话|85
当|250
缕|6
曙|21
候|42
解|170
初|52
走|79
求|116
角|24
反|88
映|33
戍|2
官|328
兵|73
卫|26
疆|24
况|79
示|80
鱼|9
深|107
夜|47
南|167
线|89
拔|28
四|174
百|136
乃|6
堆|8
哨|9
冒|18
氏|9
严|94
寒|17
防|110
回|98
营|145
灯|42
接|164
静|15
山|145
谷|12
荡|10
支|131
巡|11
逻|9
队|141
踏|12
没|108
膝|2
积|90
紧|39
跟|10
狂|8
卷|12
脸|9
刀|2
割|4
般|20
痛|11
抖|2
擞|2
艰|15
儿|39
腿|8
软|11
滑|52
险|44
些|137
跌|8
倒|15
唐|14
晓|10
喊|5
揽|7
低|58
禁|27
凉|1
落|76
黑|62
黝|2
渊|2
说|205
穆|9
忠|15
探|20
亲|81
离|52
非|79
谁|13
知|74
听|38
介|35
绍|30
沉|15
层|62
归|49
潮|35
屋|8
炉|3
旺|8
闪|6
烁|4
被|122
太|54
亮|12
妈|17
她|17
叫|12
藏|30
汉|38
扎|19
仁|10
吭|2
翩|4
熄|1
均|54
例|33
给|89
每|89
辛|7
勤|17
劳|29
汗|4
峡|12
枢|2
纽|10
像|33
常|107
样|84
繁|40
忙|15
岗|33
厂|35
房|35
坝|29
杜|7
怀|22
寄|8
沁|1
春|44
州|95
龙|106
凤|4
悠|8
形|113
挑|35
舟|6
父|21
老|97
稠|1
瞻|3
楼|38
浮|6
载|12
雄|19
册|10
留|22
辉|22
煌|11
秋|10
唤|6
洲|48
祷|1
副|87
商|128
点|212
索|23
什|54
么|46
变|109
怎|16
楚|5
昨|8
瓜|12
毕|15
欧|77
配|39
益|102
物|86
朝|79
殖|14
皇|10
那|57
丁|9
塞|10
贩|3
卖|10
炮|10
押|3
送|67
鸦|8
再|68
干|171
翻|21
覆|16
值|81
呢|8
空|67
偏|8
倚|1
灿|9
烂|9
馅|1
饼|1
降|50
哪|15
便|34
宜|33
场|236
盘|24
剥|9
处|166
劣|16
却|47
敢|26
谋|27
累|20
优|90
借|24
则|81
贸|38
易|44
域|31
言|39
助|53
尽|35
循|5
环|73
概|7
胆|9
核|76
确|88
包|87
括|25
验|33
做|110
显|56
碌|5
想|132
宽|13
谐|3
预|89
期|173
庚|1
辰|6
白|44
转|113
晴|52
率|49
六|59
温|31
津|37
颂|4
王|82
莘|1
陶|8
源|51
妇|12
医|104
蠧|1
右|21
秒|6
诞|13
韩|14
轮|32
左|19
孟|2
泉|7
跑|15
奥|59
洋|26
午|40
鸽|5
体|235
魄|6
浩|13
农|373
身|93
披|4
旗|40
熙|4
攘|3
街|30
逢|9
佳|17
倍|19
廉|22
聚|33
免|93
谈|44
袖|2
吃|19
喝|9
案|177
子|212
牵|4
双|56
且|31
贴|16
村|285
姓|20
盼|19
烫|2
拳|6
跃|17
纸|40
俗|7
传|94
某|22
腐|25
败|35
贪|21
污|25
贿|15
算|67
警|64
惕|1
杯|15
换|18
盏|1
丧|10
失|43
省|247
戚|3
仅|61
款|97
徽|13
阜|12
孩|18
压|29
钱|22
担|101
又|92
陷|4
糟|3
蹋|2
熔|1
铸|4
念|34
洁|11
冷|23
暖|7
挂|20
帮|19
无|127
私|37
锋|3
焦|15
裕|11
禄|1
秀|31
如|150
树|81
忘|15
批|71
巨|38
蠹|1
惩|7
湛|3
厦|15
决|193
根|117
找|15
振|12
顾|29
谓|6
系|195
倡|16
近|174
召|38
议|195
研|57
究|51
象|49
旦|40
辞|16
臂|3
抚|2
追|19
昔|5
慨|8
澎|2
湃|2
刚|35
波|18
澜|4
壮|19
阔|10
崩|6
溃|2
涌|10
折|8
半|42
劫|2
跋|1
涉|35
邪|7
恶|11
拟|10
古|70
弱|14
荣|55
谱|5
写|22
悲|8
篇|7
八|64
攻|21
帝|24
列|97
蹂|1
躏|1
践|24
封|46
坍|1
塌|3
爆|28
土|51
抗|28
座|35
倾|8
眼|33
河|84
蒸|5
沿|15
庄|21
豪|16
满|75
昂|4
峥|2
嵘|1
毛|12
德|113
朽|3
镌|1
碑|8
励|24
救|35
勇|12
捐|10
躯|2
烈|34
牺|5
牲|6
耀|5
马|74
沧|7
桑|12
幸|13
综|28
必|102
须|72
抓|47
叶|16
竞|50
范|56
围|70
拓|11
赢|15
毫|6
摇|13
纲|7
夺|13
障|23
巩|11
固|31
握|31
穿|10
乎|18
杂|25
拿|37
速|65
既|25
硬|20
缜|3
密|28
认|149
状|34
貌|5
键|24
武|64
装|57
凝|7
俱|13
葆|2
青|57
拒|11
织|93
驾|3
驭|1
察|195
脑|51
醒|14
掌|20
操|23
焰|10
普|63
崭|3
绚|6
注|48
帜|9
周|57
遥|7
替|14
考|83
昌|23
晨|17
鹭|1
版|40
乌|9
圭|1
油|25
签|43
字|59
影|61
绝|25
秘|14
吁|10
岸|27
捡|2
垃|19
圾|19
破|70
碎|3
木|33
板|9
遗|7
号|35
隆|22
仪|26
班|35
赠|5
鲜|55
艳|3
磐|1
轻|29
读|26
博|34
霞|3
延|30
伸|8
虽|26
隔|5
血|28
肉|11
专|160
碧|4
伴|13
汽|14
笛|2
鸣|4
顷|5
岛|45
炫|2
茫|6
绽|3
屿|7
舰|5
艇|3
奔|6
涯|2
跨|28
琛|3
栽|4
棵|14
授|28
予|34
誉|15
称|57
颗|8
贝|10
壳|3
拼|2
宣|57
誓|9
请|30
湖|49
篝|3
熊|17
燃|11
烧|7
冈|1
森|18
咏|1
荆|1
辑|3
评|43
闻|27
县|148
直|74
讲|41
教|137
育|132
束|21
冬|40
颁|3
修|66
订|22
染|12
质|80
眷|1
渔|5
企|147
渡|19
役|92
适|41
伐|14
药|165
疗|32
供|63
枚|1
牌|24
审|53
判|34
杨|10
蓝|6
甫|2
季|19
谌|1
刑|13
效|84
若|5
措|32
娘|9
郎|8
攀|10
巴|169
伯|21
犹|8
画|16
句|12
喷|3
灼|2
浪|22
暴|17
腥|3
雨|43
矛|22
盾|26
揪|1
陆|26
宾|19
勾|3
它|59
印|26
勒|35
坦|37
婴|2
夕|15
呱|2
坠|1
透|8
窥|1
缔|8
超|66
智|14
慧|4
凡|9
错|22
阻|18
挠|9
诡|1
谲|1
梦|11
柄|2
伊|36
诺|20
殊|11
限|82
脆|1
诸|3
黎|15
嫩|3
撤|19
启|29
耶|17
撒|10
避|13
戴|4
峰|16
盟|26
底|31
寻|8
衅|1
访|58
圣|19
殿|2
素|31
否|32
衡|24
鹰|2
石|20
块|9
镇|122
损|15
惨|9
乏|10
退|55
职|374
份|49
朗|12
库|29
逐|29
籍|7
浑|1
告|105
宫|11
顿|63
刺|5
衷|9
试|38
舆|11
尘|1
埃|43
赶|13
牛|14
症|11
遵|4
待|56
柬|3
埔|2
寨|2
葬|4
宋|26
晏|2
姆|43
寺|3
虔|1
敬|6
肃|10
莫|10
孝|5
童|14
灵|11
柩|2
仗|1
僧|1
骨|21
灰|6
细|23
盒|4
逝|5
唁|2
估|11
敦|5
洪|20
属|55
卡|26
傅|6
郑|11
菲|33
钦|4
佩|2
麦|18
皎|1
圆|16
筹|14
货|43
币|29
或|88
馆|57
厅|24
闭|13
融|51
兼|11
足|54
猜|2
测|15
客|55
似|9
雾|7
消|53
料|54
弹|22
肯|12
录|16
晤|13
卿|5
赖|6
迄|4
答|5
削|2
减|30
惠|10
尺|2
恐|6
欲|2
游|146
壤|12
疑|17
援|7
假|71
讨|18
碗|2
锅|1
舍|8
芥|1
蒂|5
招|23
亚|69
莱|11
危|23
尖|7
耍|3
架|14
怕|17
饭|17
巧|4
御|5
冻|5
态|40
弃|8
卸|1
媒|11
跛|1
鸭|1
套|21
剃|1
茨|2
沃|9
畅|9
越|68
纠|24
逆|6
蒙|14
嘎|3
迪|4
峻|7
丹|11
戎|1
睦|6
肤|2
宗|12
仰|2
庭|35
旧|32
骄|8
傲|10
瓶|9
颈|4
哥|17
托|28
吉|48
恩|7
蹈|7
刘|28
宇|6
塔|18
赫|7
霖|5
枪|5
胸|4
控|32
浓|5
咖|3
啡|3
闲|4
坐|13
敞|2
玻|2
璃|2
窗|6
觉|26
投|105
缘|16
纯|14
尾|12
趋|19
迅|14
逼|7
慢|14
侧|9
诠|1
释|9
储|5
卜|2
栏|16
止|31
拜|6
酋|2
颇|7
网|143
银|83
竟|14
络|36
抹|1
煞|2
径|10
除|36
裁|14
夹|3
皱|1
眉|1
坏|12
圈|7
简|17
赅|1
斋|2
挤|8
车|101
桥|13
返|8
绘|7
袤|3
草|24
述|21
盖|15
撰|1
苏|76
诗|7
田|38
野|7
兄|6
弟|8
侦|17
露|13
遣|2
纵|8
抱|7
票|36
井|14
店|33
逛|4
焕|3
销|45
售|37
芦|6
泥|6
息|95
蔬|8
菜|11
浙|19
逾|3
户|66
俊|4
价|54
彭|1
射|11
久|28
毒|11
犯|58
罪|61
辆|35
堵|4
婚|6
筑|26
妻|8
牧|16
肥|9
晶|2
司|134
扭|8
亏|6
盈|8
铁|35
微|7
柱|9
拥|18
培|62
训|49
伍|20
赋|8
衔|6
履|16
宪|6
唯|7
贤|2
监|93
督|69
符|10
校|85
晋|20
练|17
师|61
抢|12
灾|36
急|20
暂|6
违|46
缺|15
龄|37
股|30
付|14
旁|7
姻|3
隶|4
辖|11
嘉|5
误|14
补|18
休|26
病|43
养|47
妥|4
寓|6
购|46
买|17
停|20
偶|4
故|26
置|59
伤|30
残|35
迟|5
废|6
券|7
琼|3
铃|2
屏|5
豹|9
濒|3
灭|8
猫|12
捕|9
食|23
猎|2
匮|1
栖|3
缩|10
踪|9
迹|8
狭|2
孤|6
衍|3
喂|1
挽|6
仙|2
裂|4
瑞|37
疾|30
床|4
胺|2
含|16
艾|8
笼|3
谊|7
扑|5
遭|14
轰|5
炸|13
坎|3
坷|3
乱|17
洗|9
溢|4
搭|8
厚|16
乡|142
脉|6
距|14
陌|3
番|8
母|8
乘|17
辟|13
矿|14
冶|1
械|3
鼓|28
泛|12
另|22
赚|2
吨|24
睛|1
室|28
噪|1
舒|4
湿|2
馈|2
码|2
仓|8
材|20
诉|51
聘|8
摩|8
氢|6
池|11
厌|1
菌|2
梭|1
粉|9
剩|2
混|6
糨|1
糊|3
臭|1
味|14
蠕|2
虫|4
冠|20
邮|14
悄|2
址|2
簿|1
箱|5
拦|4
荷|23
顶|14
粼|2
堤|3
笔|11
瀚|2
玉|19
霭|1
览|24
弯|2
腰|4
搬|3
肆|4
虐|2
尤|21
艘|4
惜|4
耗|8
葡|2
萄|2
牙|4
膀|1
锣|4
垦|2
雏|1
苇|1
茅|2
短|18
渐|21
淡|4
屈|12
逗|1
驱|7
靠|37
末|15
廷|4
讶|2
僚|5
坑|1
凹|1
诊|1
吗|5
锐|7
俨|1
悟|5
鹏|11
朱|16
镕|5
锦|14
涛|7
狠|10
崔|6
鑫|4
肝|2
辱|17
奇|11
挚|3
阖|1
肩|4
页|5
姜|3
毅|3
璐|2
蒋|6
禹|1
杼|1
汝|2
岱|1
兆|9
沛|1
忱|2
叔|4
曹|4
郭|3
椿|1
旭|2
叙|4
扫|6
盲|4
邻|9
阐|3
霸|6
敌|5
搞|24
牢|15
绕|14
鞠|2
珠|9
讴|1
甘|8
炬|13
缤|5
桂|11
掉|6
浸|3
仲|4
净|4
潭|3
裹|5
暨|3
凇|3
珲|1
辐|1
悦|9
吾|7
尹|1
鸿|2
勉|1
酩|1
脍|1
炙|1
泼|1
屡|3
廖|1
跳|9
蓬|6
勃|9
璇|7
楷|1
姐|8
姑|5
翱|2
翔|3
抵|7
舷|1
梯|11
姿|5
羡|2
慕|4
稽|4
伪|17
叉|1
贷|25
哲|3
涵|4
淇|2
轨|10
荐|3
滞|5
描|5
瞬|6
苹|12
贱|2
豆|15
亩|22
差|18
植|20
淀|3
粗|3
戏|18
蛋|9
背|10
扶|14
睹|3
忧|7
愁|4
亦|4
柳|10
横|6
捷|8
掺|4
棉|11
伞|1
撑|4
陵|6
挖|10
硕|5
凭|12
淑|1
辽|6
骤|3
扣|3
偷|6
骗|2
茧|2
酝|1
酿|2
缴|15
镜|12
铎|1
频|3
尴|1
尬|1
滥|5
尝|3
钓|1
堪|5
窝|7
蜂|2
怪|1
遂|3
抉|2
仇|1
邸|1
坡|16
栋|3
喀|2
悬|6
榭|3
飘|6
饰|7
绿|14
昼|2
攒|2
宵|1
凳|1
惧|2
虑|3
漠|10
哀|3
祥|8
鞭|3
袭|7
戒|2
曼|6
丙|2
臣|4
歧|2
邵|2
墨|10
恰|14
杀|11
绑|4
狱|8
冯|3
鲍|2
芝|2
迁|4
迫|15
黯|1
怖|1
散|21
躁|4
掀|1
帽|2
郊|10
娱|8
阅|4
锁|7
餐|5
薯|4
烤|2
乳|2
猪|17
鸡|4
肴|1
堡|5
劲|8
闹|5
醉|2
枞|1
颜|3
扮|3
缀|3
拱|1
熠|4
漆|1
槟|1
砰|2
课|21
煤|15
炭|5
输|18
卢|3
茹|1
洛|5
谨|4
磨|7
瓴|1
催|2
竭|3
诤|1
绪|7
稀|7
铺|7
欠|5
账|18
巷|2
宅|6
竣|6
递|12
砖|1
扒|2
拆|3
匾|1
俭|1
拨|4
盆|2
阴|26
沈|6
杭|4
昆|4
伦|8
殷|2
墟|3
夷|9
漂|6
岳|2
枫|3
泰|13
蜀|2
竹|14
韶|2
滴|7
洞|7
绸|3
簇|2
叠|2
抑|2
拍|18
啊|2
慰|6
赴|12
租|9
遍|15
募|2
恤|1
害|22
渠|13
岩|5
昊|1
揭|7
添|8
乒|3
乓|3
毯|6
吐|13
逊|12
铧|4
丝|6
斤|18
璞|2
祈|3
馕|1
沪|1
圳|10
弊|2
铤|1
壁|1
垒|2
缪|1
腮|1
莲|10
兖|2
硫|1
磷|1
炼|5
浆|3
剑|5
耕|3
螺|1
纹|1
陕|4
液|3
烟|28
缆|2
妆|3
漫|7
咽|1
喉|1
禽|1
鉴|9
轿|1
迭|2
倦|1
皮|9
衣|16
滋|5
撞|2
邹|3
抽|2
泄|2
奶|2
幼|9
糖|1
葫|2
伙|8
翠|3
朔|1
吹|4
旬|2
踊|1
馨|1
帖|3
帧|1
寥|4
吧|4
虚|11
曳|2
亟|1
俞|2
毁|6
患|8
甸|4
峪|2
乔|3
债|29
彰|6
咨|2
询|6
擅|1
谩|1
骂|2
妨|8
碍|12
搡|1
凶|2
砍|1
筋|1
镀|1
锌|1
肇|1
苍|2
狮|1
嫌|14
薛|7
煽|2
踢|1
撕|2
丘|2
罚|7
玲|2
泡|1
沫|1
鼻|2
紫|3
缓|9
稿|9
羽|2
岭|5
钩|1
盐|6
褪|1
沸|1
钮|2
蓓|1
帆|2
璧|1
梅|18
舸|1
阁|7
滇|1
猴|2
旨|8
弘|5
匹|3
袁|7
寅|1
棋|34
琪|1
瑰|1
徒|12
膏|3
丸|3
辨|5
陋|3
坊|10
剂|9
胶|3
囊|3
粒|5
嫁|2
辩|5
芯|1
饺|1
拘|2
灌|4
胃|1
拢|2
苯|1
醇|1
苛|1
宛|1
筛|2
愈|2
屹|5
孜|12
柯|9
诵|2
玛|9
妙|2
芽|1
函|3
棚|2
磊|3
茵|2
詹|1
奕|2
颖|4
苗|5
曦|2
畜|7
饲|22
玎|1
疯|8
呐|2
彦|3
畏|2
聪|2
剪|1
愉|2
链|3
懂|6
译|1
触|4
堺|1
镑|3
寿|2
钞|1
夸|1
柏|3
瞄|1
硅|1
赤|13
寐|1
惯|6
拖|6
桶|7
挪|18
恼|1
辅|4
翰|2
呻|1
吟|3
脊|2
椎|3
瘫|2
痪|2
肢|3
泳|28
垫|1
锻|3
椅|11
斜|1
咬|2
珍|6
蚌|2
绳|3
摁|1
刹|1
甲|9
棠|3
皑|2
犷|1
捧|1
串|5
狩|1
橇|1
爬|3
犁|2
麟|2
崛|3
搅|1
滚|3
玩|2
宿|2
袱|2
呆|1
铲|1
潜|4
糕|1
陡|1
桌|2
绅|2
敏|6
裨|1
暇|1
驹|1
槛|1
俎|1
沦|3
暗|4
楫|1
胎|1
孕|1
奴|1
纺|1
垄|5
筵|1
狼|1
藉|1
嚷|1
侵|15
吞|2
咄|2
肓|1
衰|2
罕|2
乾|1
偌|2
惰|2
踞|1
麻|5
蛮|3
君|1
锢|2
魏|1
睁|1
框|6
戊|1
戌|1
慈|2
禧|2
顽|5
淹|1
泊|1
悍|1
攫|1
脔|1
叛|1
翌|3
丑|2
赔|7
挨|3
掠|3
垢|1
桎|1
梏|1
允|6
扼|2
篮|3
祸|1
迥|1
臻|1
儒|1
摧|2
碰|4
荒|4
辈|3
偿|6
匪|1
浅|4
杆|3
郴|4
甜|2
辜|1
挫|2
挺|4
粮|19
徘|1
徊|1
卉|1
荏|2
苒|2
搏|1
剖|1
刊|10
朴|3
赐|1
隅|1
帅|1
疏|6
摸|3
畲|1
殴|1
隐|6
娃|3
锡|3
仆|2
蔡|5
棘|1
僵|2
湘|2
缮|1
踩|2
哭|1
忽|3
埋|1
坪|2
窄|1
沟|2
歪|19
豫|2
档|3
琢|2
捞|1
瞅|1
蛊|1
惑|6
涂|2
邳|3
扯|2
弄|5
窦|1
姚|4
铜|8
筠|1
丈|1
孔|2
霍|1
邱|1
稻|18
圩|1
闸|2
屠|1
狐|2
狸|2
猕|1
桃|1
疫|1
钉|1
缠|2
抛|4
陪|1
掏|1
摊|4
煜|1
枝|4
忆|2
晦|2
幻|2
矣|1
拭|1
眠|2
萦|1
烽|1
烙|1
勋|1
嘶|1
哑|1
酸|2
辣|1
怒|1
荫|4
绵|3
芭|2
蕾|2
鹅|2
泪|4
睡|1
匆|2
钻|3
芬|4
芳|3
搦|1
眶|1
姬|1
耘|2
趣|5
浴|2
洒|2
恨|3
瞩|5
凰|1
翅|1
跷|1
泞|1
宙|1
铳|1
屑|1
扔|2
痰|1
魂|4
颤|2
绷|1
仔|2
辫|1
欺|4
祭|2
枷|3
龌|1
龊|1
愚|4
昧|1
蠢|1
挣|2
捂|1
蚕|1
蜕|1
聆|1
寸|2
瓢|3
舀|2
脏|2
薄|5
氧|1
冥|1
恳|1
瘠|1
膨|3
胀|4
凸|1
羸|1
帘|2
殆|1
髓|1
枯|5
跪|2
灶|2
缅|2
鬼|2
墙|6
峙|1
韬|1
骇|1
耻|1
耄|1
耋|1
幄|1
贬|2
晰|1
铭|1
汪|1
汛|3
靖|1
隧|1
泸|1
蕴|2
奈|3
躲|3
痴|4
迷|7
蛾|1
怯|1
骈|2
兮|2
谎|1
氰|1
惟|1
淮|4
溉|1
鸟|2
捣|1
柜|3
涿|7
润|10
羊|3
忌|1
斐|2
厉|1
庇|2
啦|1
瞧|1
粪|1
阎|2
卧|1
崽|1
恕|1
痼|1
箍|1
枉|3
葺|1
洽|3
魁|1
磋|2
谴|2
裸|2
翼|3
斑|2
斓|1
蓄|1
逮|2
蔓|1
摘|3
怨|3
涨|4
戈|2
榜|2
渲|1
鳞|1
萧|1
厨|1
宴|1
虾|6
螯|1
垂|2
腊|2
佼|2
朵|2
泣|1
伽|1
砸|1
奄|2
焐|1
帐|1
篷|1
楞|3
毡|1
抬|2
弥|1
坂|2
碴|1
躬|1
橄|1
榄|1
逃|2
歹|4
捉|2
腹|3
肠|2
掖|1
伫|1
嘴|1
唇|2
匍|1
匐|1
刮|3
捆|1
澡|1
挡|1
廊|4
亘|1
涝|1
茬|1
潺|2
珊|1
庙|4
燕|1
幢|1
叮|1
嘱|1
湄|5
莆|1
辗|1
佑|1
稍|1
郅|1
昭|6
悼|3
鄂|1
皖|1
绥|1
撇|1
亭|1
粕|1
璀|1
璨|1
奚|2
彬|2
耽|1
訚|1
粟|1
彪|1
啸|1
掩|6
潍|1
契|2
贮|1
兽|1
粤|1
莞|4
禺|2
妹|1
寮|1
塘|1
坭|1
仑|1
瘦|2
呕|1
嶝|3
擎|1
橹|1
裤|1
渴|3
陲|2
赂|10
渎|6
徇|2
诫|1
雀|2
侗|1
拂|1
冉|2
嘹|1
蜡|1
烛|3
蔚|1
诈|1
裔|8
冀|1
啥|1
爷|8
您|9
甩|1
撵|1
濡|1
酷|1
嗓|1
呀|1
慷|1
聊|3
猝|1
慌|1
曝|1
耐|2
宠|1
厘|1
苟|1
咔|1
嚓|1
颠|1
铅|1
渥|4
搜|1
驰|1
骋|1
兑|1
舶|1
蕉|1
龟|27
孵|4
狗|1
娇|1
纤|1
呵|1
翘|1
啧|2
鞍|6
楠|1
骸|1
琦|1
埂|1
扇|1
秧|2
柔|1
跆|1
蹼|1
镐|3
炒|3
晖|2
枰|1
莹|3
淘|3
汰|3
跻|1
奎|1
媛|2
罢|44
鹿|1
劝|1
钧|1
辄|1
烦|1
插|1
舅|1
甥|1
蜻|1
蜓|1
杏|29
髦|1
讼|16
嗣|1
刁|4
疙|1
瘩|1
劈|1
咱|2
麓|1
茂|1
哺|1
凿|1
愤|3
肚|1
旷|1
邑|1
袒|1
挞|1
潢|1
槐|3
啃|2
恫|1
吓|1
匿|1
匡|2
埠|1
藤|1
蛀|2
漏|2
墅|1
赃|4
慎|1
逞|1
窃|1
悔|1
羁|1
蔽|1
鲤|1
瞒|1
漳|1
侥|1
